sector,name,rate,market cap
Consumer Discretionary,VRSK,2.38,27.700997584
Technology,VRSN,-2.04,21.555963
Health Care,VRTX,6.65,75.497472564
Technology,VSAT,-26.62,2.592871566
Health Care,VTRS,-11.27,14.176282951
Health Care,VTYX,-26.08,2.510172139
Finance,WAFD,-5.74,2.413171819
Technology,WB,10.19,5.031671017
Consumer Staples,WBA,-10.86,31.705630645
Telecommunications,WBD,-19.31,37.470150511
Technology,WDAY,-9.08,47.7506
Technology,WDC,-27.97,13.27765192
Industrials,WDFC,6.23,2.388563501
Consumer Discretionary,WEN,4.42,4.878317888
Industrials,WERN,-4.59,2.976538981
Industrials,WFRD,-37.28,4.456874481
Consumer Discretionary,WING,7.16,5.190192766
Industrials,WIRE,-18.32,3.661362394
Technology,WIX,11.13,5.020380935
Consumer Discretionary,WMG,-16.23,17.124011195
Miscellaneous,WOOF,-3.33,2.87991399
Finance,WSBC,-4.05,2.225881009
Consumer Discretionary,WSC,-9.36,10.8309367
Finance,WSFS,-3.4,3.1329702
Finance,WTFC,-6.22,5.6258775
Finance,WTW,-4.33,25.716540524
Industrials,WWD,-7.79,6.052885177
Consumer Discretionary,WYNN,-10.67,12.352314555
Utilities,XEL,-3.31,37.218370213
Health Care,XENE,15.4,2.397937688
Technology,XM,-13.83,9.513599954
Health Care,XNCR,32.45,2.121909407
Finance,XP,-17.91,6.988384654
Consumer Discretionary,XPEL,-11.59,2.228340204
Health Care,XRAY,-7.27,7.702441994
Technology,XRX,-25.37,2.61244737
Technology,YY,-11.74,2.354820888
Consumer Discretionary,Z,-14.52,10.754033953
Technology,ZBRA,-10.52,16.654740239
Consumer Discretionary,ZD,-0.93,3.906989584
Consumer Discretionary,ZG,-13.91,10.536094281
Technology,ZI,-17.14,10.378021701
Finance,ZION,-8.25,7.64578952
Health Care,ZLAB,30.64,2.817536601
Technology,ZM,3.08,22.248644849
Technology,ZS,4.32,19.086488243
